haploid	cdslength	protleng	chr	chr1	DE_status	DE_status2	mean_exp
MvSl-1064-A1-R4_MC10-2g09933	460	62	aAutosome	aAutosome	Up	DE	3.77207
MvSl-1064-A1-R4_MC01-2g03166	410	108	aAutosome	aAutosome	Up	DE	2.29527
MvSl-1064-A1-R4_A1g01136	1104	367	faBlack	NRR	Up	DE	4.57031
MvSl-1064-A1-R4_A1g00522	1765	418	faBlack	NRR	Up	DE	2.27398
MvSl-1064-A1-R4_MC06g07137	2193	546	aAutosome	aAutosome	Up	DE	9.89991
MvSl-1064-A1-R4_A1g00668	2873	651	eOrange	NRR	Up	DE	7.30375
MvSl-1064-A1-R4_MC07g08235	933	181	aAutosome	aAutosome	Up	DE	5.73534
MvSl-1064-A1-R4_MC13g11429	740	195	aAutosome	aAutosome	Up	DE	5.20249
MvSl-1064-A1-R4_MC11g10701	1663	402	aAutosome	aAutosome	NON	NON	-0.869232
MvSl-1064-A1-R4_MC09-2g09345	356	79	aAutosome	aAutosome	NON	NON	-0.882677
MvSl-1064-A1-R4_MC09-2g09066	427	122	aAutosome	aAutosome	NON	NON	-0.749528
MvSl-1064-A1-R4_MC05-2g06374	480	159	aAutosome	aAutosome	NON	NON	-0.00373762
MvSl-1064-A1-R4_MC06g07178	219	72	aAutosome	aAutosome	NON	NON	0.234028
MvSl-1064-A1-R4_MC09-2g08967	529	81	aAutosome	aAutosome	NON	NON	-0.685779
MvSl-1064-A1-R4_MC08g08304	646	161	aAutosome	aAutosome	NON	NON	0.128295
MvSl-1064-A1-R4_MC09-2g09328	984	302	aAutosome	aAutosome	NON	NON	-0.691005
MvSl-1064-A1-R4_MC01-1g01783	2022	448	aAutosome	aAutosome	NON	NON	-0.258542
MvSl-1064-A1-R4_MC06g06913	2149	479	aAutosome	aAutosome	NON	NON	1.03483
MvSl-1064-A1-R4_MC01-1g02098	153	50	aAutosome	aAutosome	NON	NON	-0.455247
MvSl-1064-A1-R4_MC05-3g06617	241	45	aAutosome	aAutosome	NON	NON	0.020111
MvSl-1064-A1-R4_MC02g04195	597	117	aAutosome	aAutosome	NON	NON	0.195839
MvSl-1064-A1-R4_MC12g10762	246	81	aAutosome	aAutosome	NON	NON	-0.31386
MvSl-1064-A1-R4_MC03g04485	319	86	aAutosome	aAutosome	NON	NON	0.62463
MvSl-1064-A1-R4_MC11g10180	258	85	aAutosome	aAutosome	NON	NON	-0.00288413
MvSl-1064-A1-R4_MC02g03997	1687	440	aAutosome	aAutosome	NON	NON	0.603964
MvSl-1064-A1-R4_MC07g07851	672	124	aAutosome	aAutosome	NON	NON	1.30663
MvSl-1064-A1-R4_MC06g07090	5251	1498	aAutosome	aAutosome	NON	NON	-0.115886
MvSl-1064-A1-R4_MC11g10592	2114	531	aAutosome	aAutosome	NON	NON	6.86241
MvSl-1064-A1-R4_MC01-2g03013	2113	584	aAutosome	aAutosome	NON	NON	-0.70633
MvSl-1064-A1-R4_MC11g10351	1581	434	aAutosome	aAutosome	NON	NON	5.27844
MvSl-1064-A1-R4_MC01-1g01903	1451	317	aAutosome	aAutosome	NON	NON	-0.360923
MvSl-1064-A1-R4_MC03g04822	189	62	aAutosome	aAutosome	NON	NON	0.143138
MvSl-1064-A1-R4_MC03g04878	3864	1242	aAutosome	aAutosome	NON	NON	-0.0703114
MvSl-1064-A1-R4_MC07g07600	1366	345	aAutosome	aAutosome	NON	NON	0.437223
MvSl-1064-A1-R4_MC13g11374	309	102	aAutosome	aAutosome	NON	NON	-0.627653
MvSl-1064-A1-R4_MC10-1g09823	354	117	aAutosome	aAutosome	NON	NON	-0.186083
MvSl-1064-A1-R4_MC07g07835	414	62	aAutosome	aAutosome	NON	NON	1.28763
MvSl-1064-A1-R4_MC07g07555	292	81	aAutosome	aAutosome	NON	NON	-0.685779
MvSl-1064-A1-R4_MC02g03470	641	163	aAutosome	aAutosome	NON	NON	-0.319815
MvSl-1064-A1-R4_MC11g10587	1895	466	aAutosome	aAutosome	NON	NON	2.48658
MvSl-1064-A1-R4_MC07g07960	2231	539	aAutosome	aAutosome	NON	NON	2.42955
MvSl-1064-A1-R4_MC05-3g06784	1193	249	aAutosome	aAutosome	NON	NON	14.7371
MvSl-1064-A1-R4_MC09-2g09480	387	79	aAutosome	aAutosome	NON	NON	2.68253
MvSl-1064-A1-R4_MC04-1g05312	3197	704	aAutosome	aAutosome	NON	NON	1.31779
MvSl-1064-A1-R4_MC14g11747	895	195	aAutosome	aAutosome	NON	NON	1.16666
MvSl-1064-A1-R4_MC12g11254	4223	1214	aAutosome	aAutosome	NON	NON	0.101701
MvSl-1064-A1-R4_MC05-2g06449	1435	311	aAutosome	aAutosome	NON	NON	1.95251
MvSl-1064-A1-R4_MC11g10729	624	207	aAutosome	aAutosome	NON	NON	-0.181486
MvSl-1064-A1-R4_MC08g08499	704	145	aAutosome	aAutosome	NON	NON	2.09336
MvSl-1064-A1-R4_MC10-2g09964	815	137	aAutosome	aAutosome	NON	NON	0.275511
MvSl-1064-A1-R4_MC01-1g01994	174	57	aAutosome	aAutosome	NON	NON	0.565591
MvSl-1064-A1-R4_MC03g04440	1932	390	aAutosome	aAutosome	NON	NON	7.34178
MvSl-1064-A1-R4_MC11g10686	1385	226	aAutosome	aAutosome	NON	NON	1.1263
MvSl-1064-A1-R4_A1g01475	195	64	bPAR	bPAR	NON	NON	-0.363995
MvSl-1064-A1-R4_MC11g10600	611	150	aAutosome	aAutosome	NON	NON	0.344591
MvSl-1064-A1-R4_MC03g05211	659	119	aAutosome	aAutosome	NON	NON	-0.0932068
MvSl-1064-A1-R4_MC05-3g06536	711	179	aAutosome	aAutosome	NON	NON	0.994752
MvSl-1064-A1-R4_MC11g10673	526	131	aAutosome	aAutosome	NON	NON	1.21584
MvSl-1064-A1-R4_MC13g11417	321	106	aAutosome	aAutosome	NON	NON	0.46785
MvSl-1064-A1-R4_MC05-3g06769	1231	297	aAutosome	aAutosome	NON	NON	-0.411058
MvSl-1064-A1-R4_MC13g11628	2241	539	aAutosome	aAutosome	NON	NON	0.428665
MvSl-1064-A1-R4_MC01-1g02065	353	92	aAutosome	aAutosome	NON	NON	-0.51529
MvSl-1064-A1-R4_MC04-1g05554	258	85	aAutosome	aAutosome	NON	NON	1.08171
MvSl-1064-A1-R4_MC09-2g09145	934	217	aAutosome	aAutosome	NON	NON	1.64882
MvSl-1064-A1-R4_MC06g07236	2275	515	aAutosome	aAutosome	NON	NON	8.68325
MvSl-1064-A1-R4_MC03g04881	1436	437	aAutosome	aAutosome	NON	NON	1.69725
MvSl-1064-A1-R4_MC12g10777	1559	451	aAutosome	aAutosome	NON	NON	6.34654
MvSl-1064-A1-R4_MC12g10922	1364	319	aAutosome	aAutosome	NON	NON	2.08189
MvSl-1064-A1-R4_MC03g04377	3108	828	aAutosome	aAutosome	NON	NON	1.22976
MvSl-1064-A1-R4_MC14g11989	4577	983	aAutosome	aAutosome	NON	NON	0.2339
MvSl-1064-A1-R4_MC02g03977	1757	464	aAutosome	aAutosome	NON	NON	2.77159
MvSl-1064-A1-R4_MC12g11042	192	63	aAutosome	aAutosome	NON	NON	-0.70704
MvSl-1064-A1-R4_MC09-2g09481	1864	455	aAutosome	aAutosome	NON	NON	-0.141816
MvSl-1064-A1-R4_MC06g07397	1487	396	aAutosome	aAutosome	NON	NON	0.96603
MvSl-1064-A1-R4_MC06g07114	362	89	aAutosome	aAutosome	NON	NON	1.59226
MvSl-1064-A1-R4_MC12g11005	296	53	aAutosome	aAutosome	NON	NON	2.77732
MvSl-1064-A1-R4_MC03g04701	2137	604	aAutosome	aAutosome	NON	NON	2.08561
MvSl-1064-A1-R4_MC06g07125	355	67	aAutosome	aAutosome	NON	NON	-0.446428
MvSl-1064-A1-R4_MC11g10655	267	50	aAutosome	aAutosome	NON	NON	0.209434
MvSl-1064-A1-R4_MC07g08023	373	93	aAutosome	aAutosome	NON	NON	0.020229
MvSl-1064-A1-R4_MC10-1g09729	295	81	aAutosome	aAutosome	NON	NON	2.45072
MvSl-1064-A1-R4_MC01-1g02936	724	188	aAutosome	aAutosome	NON	NON	-0.376973
MvSl-1064-A1-R4_MC06g06868	264	87	aAutosome	aAutosome	NON	NON	3.16546
MvSl-1064-A1-R4_MC03g04489	1427	452	aAutosome	aAutosome	NON	NON	1.54095
MvSl-1064-A1-R4_MC12g11222	159	52	aAutosome	aAutosome	NON	NON	0.847577
MvSl-1064-A1-R4_MC10-2g10100	744	182	aAutosome	aAutosome	NON	NON	3.71235
MvSl-1064-A1-R4_MC06g06940	2250	524	aAutosome	aAutosome	NON	NON	2.49136
MvSl-1064-A1-R4_MC14g11961	1139	290	aAutosome	aAutosome	NON	NON	2.23507
MvSl-1064-A1-R4_MC01-1g02350	357	84	aAutosome	aAutosome	NON	NON	1.73586
MvSl-1064-A1-R4_MC03g05224	397	88	aAutosome	aAutosome	NON	NON	0.254991
MvSl-1064-A1-R4_MC11g10174	240	79	aAutosome	aAutosome	NON	NON	2.19468
MvSl-1064-A1-R4_MC03g04656	1226	340	aAutosome	aAutosome	NON	NON	1.02529
MvSl-1064-A1-R4_MC03g04695	1530	404	aAutosome	aAutosome	NON	NON	1.57397
MvSl-1064-A1-R4_MC06g07078	7334	1960	aAutosome	aAutosome	NON	NON	2.8771
MvSl-1064-A1-R4_MC03g04532	1230	409	aAutosome	aAutosome	NON	NON	0.259133
MvSl-1064-A1-R4_MC07g07951	2797	747	aAutosome	aAutosome	NON	NON	1.36948
MvSl-1064-A1-R4_MC01-1g02509	1322	412	aAutosome	aAutosome	NON	NON	5.82383
MvSl-1064-A1-R4_MC06g06909	755	171	aAutosome	aAutosome	NON	NON	2.42937
MvSl-1064-A1-R4_MC01-1g02012	285	94	aAutosome	aAutosome	NON	NON	1.24804
MvSl-1064-A1-R4_MC11g10312	168	55	aAutosome	aAutosome	NON	NON	-0.46494
MvSl-1064-A1-R4_MC03g04944	870	210	aAutosome	aAutosome	NON	NON	1.85107
MvSl-1064-A1-R4_MC02g03915	1151	348	aAutosome	aAutosome	NON	NON	2.92053
MvSl-1064-A1-R4_MC03g04657	228	75	aAutosome	aAutosome	NON	NON	1.82894
MvSl-1064-A1-R4_MC05-2g06418	1239	323	aAutosome	aAutosome	NON	NON	2.80986
MvSl-1064-A1-R4_A1g01127	729	171	faBlack	NRR	NON	NON	0.740091
MvSl-1064-A1-R4_MC01-1g01740	291	96	aAutosome	aAutosome	NON	NON	3.00281
MvSl-1064-A1-R4_A1g00017	2331	543	bPAR	bPAR	NON	NON	0.623864
MvSl-1064-A1-R4_MC03g05061	1975	576	aAutosome	aAutosome	NON	NON	2.5674
MvSl-1064-A1-R4_MC10-2g09963	755	113	aAutosome	aAutosome	NON	NON	2.90868
MvSl-1064-A1-R4_MC02g03316	277	53	aAutosome	aAutosome	NON	NON	2.3537
MvSl-1064-A1-R4_MC02g04184	1158	315	aAutosome	aAutosome	NON	NON	-0.319815
MvSl-1064-A1-R4_MC01-1g01956	399	132	aAutosome	aAutosome	NON	NON	2.79834
MvSl-1064-A1-R4_MC09-2g09078	300	99	aAutosome	aAutosome	NON	NON	0.805411
MvSl-1064-A1-R4_MC04-1g05546	1207	233	aAutosome	aAutosome	NON	NON	0.804193
MvSl-1064-A1-R4_MC11g10670	2136	596	aAutosome	aAutosome	NON	NON	1.0479
MvSl-1064-A1-R4_MC06g07235	2439	683	aAutosome	aAutosome	NON	NON	2.65169
MvSl-1064-A1-R4_MC07g08143	153	50	aAutosome	aAutosome	NON	NON	1.50507
MvSl-1064-A1-R4_MC09-2g09425	335	51	aAutosome	aAutosome	NON	NON	0.690281
MvSl-1064-A1-R4_MC04-1g05684	730	145	aAutosome	aAutosome	NON	NON	2.24257
MvSl-1064-A1-R4_MC02g04131	1374	353	aAutosome	aAutosome	NON	NON	3.34209
MvSl-1064-A1-R4_MC05-2g06386	645	151	aAutosome	aAutosome	NON	NON	1.1417
MvSl-1064-A1-R4_MC02g03506	656	185	aAutosome	aAutosome	NON	NON	0.338521
MvSl-1064-A1-R4_MC08g08667	796	209	aAutosome	aAutosome	NON	NON	1.45469
MvSl-1064-A1-R4_MC08g08271	1809	602	aAutosome	aAutosome	NON	NON	1.71658
MvSl-1064-A1-R4_MC06g07179	336	111	aAutosome	aAutosome	NON	NON	1.56664
MvSl-1064-A1-R4_MC13g11393	609	109	aAutosome	aAutosome	NON	NON	-0.360923
MvSl-1064-A1-R4_MC14g11974	428	122	aAutosome	aAutosome	NON	NON	1.87163
MvSl-1064-A1-R4_MC06g07135	186	61	aAutosome	aAutosome	NON	NON	-0.52329
MvSl-1064-A1-R4_MC11g10239	2979	809	aAutosome	aAutosome	NON	NON	4.60607
MvSl-1064-A1-R4_MC12g10991	875	171	aAutosome	aAutosome	NON	NON	3.0433
MvSl-1064-A1-R4_MC11g10176	1225	330	aAutosome	aAutosome	NON	NON	3.39138
MvSl-1064-A1-R4_MC12g10912	348	115	aAutosome	aAutosome	NON	NON	2.59155
MvSl-1064-A1-R4_MC14g11785	1260	159	aAutosome	aAutosome	NON	NON	3.53559
MvSl-1064-A1-R4_MC09-2g09531	2597	774	aAutosome	aAutosome	NON	NON	8.93892
MvSl-1064-A1-R4_MC02g03481	216	71	aAutosome	aAutosome	NON	NON	-0.188692
MvSl-1064-A1-R4_MC04-1g05877	288	95	aAutosome	aAutosome	NON	NON	2.65546
MvSl-1064-A1-R4_MC10-1g09728	285	94	aAutosome	aAutosome	NON	NON	3.10873
MvSl-1064-A1-R4_MC05-3g06827	5533	1781	aAutosome	aAutosome	NON	NON	2.45879
MvSl-1064-A1-R4_MC07g07613	3767	914	aAutosome	aAutosome	NON	NON	3.92878
MvSl-1064-A1-R4_MC03g04697	1872	518	aAutosome	aAutosome	NON	NON	1.20938
MvSl-1064-A1-R4_MC03g04773	1918	592	aAutosome	aAutosome	NON	NON	3.26796
MvSl-1064-A1-R4_MC12g10812	1370	343	aAutosome	aAutosome	NON	NON	1.85091
MvSl-1064-A1-R4_MC11g10496	335	89	aAutosome	aAutosome	NON	NON	0.773208
MvSl-1064-A1-R4_MC05-2g06441	1260	358	aAutosome	aAutosome	NON	NON	2.47122
MvSl-1064-A1-R4_MC07g07590	2364	568	aAutosome	aAutosome	NON	NON	3.37454
MvSl-1064-A1-R4_MC03g04860	372	123	aAutosome	aAutosome	NON	NON	0.553219
MvSl-1064-A1-R4_MC03g05099	192	63	aAutosome	aAutosome	NON	NON	3.03351
MvSl-1064-A1-R4_MC10-2g10110	1405	440	aAutosome	aAutosome	NON	NON	9.12877
MvSl-1064-A1-R4_MC01-1g02083	786	106	aAutosome	aAutosome	NON	NON	1.79376
MvSl-1064-A1-R4_MC11g10296	5449	1446	aAutosome	aAutosome	NON	NON	4.02996
MvSl-1064-A1-R4_MC13g11368	458	93	aAutosome	aAutosome	NON	NON	-0.483749
MvSl-1064-A1-R4_MC08g08363	482	63	aAutosome	aAutosome	NON	NON	1.09773
MvSl-1064-A1-R4_MC11g10390	419	90	aAutosome	aAutosome	NON	NON	1.84051
MvSl-1064-A1-R4_MC01-1g01911	1697	432	aAutosome	aAutosome	NON	NON	2.75824
MvSl-1064-A1-R4_MC02g03204	294	76	aAutosome	aAutosome	NON	NON	2.57606
MvSl-1064-A1-R4_MC02g04233	530	139	aAutosome	aAutosome	NON	NON	0.171663
MvSl-1064-A1-R4_MC04-1g06040	845	246	aAutosome	aAutosome	NON	NON	2.75283
MvSl-1064-A1-R4_MC01-1g02070	650	85	aAutosome	aAutosome	NON	NON	2.34426
MvSl-1064-A1-R4_MC07g07869	852	175	aAutosome	aAutosome	NON	NON	11.2987
MvSl-1064-A1-R4_MC08g08517	1357	339	aAutosome	aAutosome	NON	NON	1.84409
MvSl-1064-A1-R4_MC13g11462	150	49	aAutosome	aAutosome	NON	NON	3.84244
MvSl-1064-A1-R4_MC05-1g06237	806	197	aAutosome	aAutosome	NON	NON	1.90029
MvSl-1064-A1-R4_MC08g08448	165	54	aAutosome	aAutosome	NON	NON	0.58857
MvSl-1064-A1-R4_MC16g12182	2253	546	aAutosome	aAutosome	NON	NON	1.24463
MvSl-1064-A1-R4_MC11g10241	848	125	aAutosome	aAutosome	NON	NON	0.969977
MvSl-1064-A1-R4_MC01-2g03096	523	99	aAutosome	aAutosome	NON	NON	0.421042
MvSl-1064-A1-R4_MC03g05186	1578	359	aAutosome	aAutosome	NON	NON	3.91031
MvSl-1064-A1-R4_MC06g07287	1380	459	aAutosome	aAutosome	NON	NON	2.47042
MvSl-1064-A1-R4_MC11g10671	497	70	aAutosome	aAutosome	NON	NON	0.975285
MvSl-1064-A1-R4_MC07g07978	427	125	aAutosome	aAutosome	NON	NON	2.02405
MvSl-1064-A1-R4_MC02g03674	2200	382	aAutosome	aAutosome	NON	NON	1.5888
MvSl-1064-A1-R4_MC03g04529	1099	272	aAutosome	aAutosome	NON	NON	1.15752
MvSl-1064-A1-R4_MC13g11623	251	54	aAutosome	aAutosome	NON	NON	4.66806
MvSl-1064-A1-R4_MC13g11613	251	47	aAutosome	aAutosome	NON	NON	0.260362
MvSl-1064-A1-R4_MC12g11018	636	126	aAutosome	aAutosome	NON	NON	0.219613
MvSl-1064-A1-R4_MC15g12110	1240	267	aAutosome	aAutosome	NON	NON	1.17486
MvSl-1064-A1-R4_MC04-1g05683	1033	214	aAutosome	aAutosome	NON	NON	7.16533
MvSl-1064-A1-R4_MC06g07336	207	68	aAutosome	aAutosome	NON	NON	0.0503079
MvSl-1064-A1-R4_MC01-1g02352	5616	1623	aAutosome	aAutosome	NON	NON	1.85944
MvSl-1064-A1-R4_MC11g10619	201	66	aAutosome	aAutosome	NON	NON	1.86954
MvSl-1064-A1-R4_MC08g08628	2235	547	aAutosome	aAutosome	NON	NON	-0.51638
MvSl-1064-A1-R4_MC05-1g06269	1663	524	aAutosome	aAutosome	NON	NON	0.275329
MvSl-1064-A1-R4_MC01-1g02646	1763	351	aAutosome	aAutosome	NON	NON	4.78251
MvSl-1064-A1-R4_MC14g11800	1663	385	aAutosome	aAutosome	NON	NON	0.71417
MvSl-1064-A1-R4_MC03g04430	219	72	aAutosome	aAutosome	NON	NON	1.32822
MvSl-1064-A1-R4_MC09-2g09089	2530	569	aAutosome	aAutosome	NON	NON	5.44349
MvSl-1064-A1-R4_MC05-3g06618	1510	342	aAutosome	aAutosome	NON	NON	-0.0192467
MvSl-1064-A1-R4_MC07g08014	655	140	aAutosome	aAutosome	NON	NON	1.38073
MvSl-1064-A1-R4_MC03g05024	576	74	aAutosome	aAutosome	NON	NON	1.73785
MvSl-1064-A1-R4_MC07g07637	1017	255	aAutosome	aAutosome	NON	NON	-0.178789
MvSl-1064-A1-R4_MC03g04508	2076	591	aAutosome	aAutosome	NON	NON	1.4264
MvSl-1064-A1-R4_MC09-1g08912	747	210	aAutosome	aAutosome	NON	NON	1.81948
MvSl-1064-A1-R4_MC10-2g10088	1750	370	aAutosome	aAutosome	NON	NON	3.10681
MvSl-1064-A1-R4_MC03g05071	1519	448	aAutosome	aAutosome	NON	NON	1.91013
MvSl-1064-A1-R4_MC04-1g05672	2792	561	aAutosome	aAutosome	NON	NON	6.02132
MvSl-1064-A1-R4_MC10-1g09676	1297	406	aAutosome	aAutosome	NON	NON	0.645704
MvSl-1064-A1-R4_MC10-1g09637	457	129	aAutosome	aAutosome	NON	NON	1.44348
MvSl-1064-A1-R4_MC10-2g10028	745	119	aAutosome	aAutosome	NON	NON	3.71588
MvSl-1064-A1-R4_MC04-1g05519	538	124	aAutosome	aAutosome	NON	NON	3.58918
MvSl-1064-A1-R4_MC02g04093	294	97	aAutosome	aAutosome	NON	NON	-0.0373309
MvSl-1064-A1-R4_MC10-2g10066	1686	409	aAutosome	aAutosome	NON	NON	0.182936
MvSl-1064-A1-R4_MC01-2g03024	1954	452	aAutosome	aAutosome	NON	NON	1.16546
MvSl-1064-A1-R4_MC02g04188	2386	549	aAutosome	aAutosome	NON	NON	7.56261
MvSl-1064-A1-R4_A1g00886	1930	611	faBlack	NRR	NON	NON	4.27201
MvSl-1064-A1-R4_MC15g12122	648	163	aAutosome	aAutosome	NON	NON	3.41748
MvSl-1064-A1-R4_MC08g08337	199	39	aAutosome	aAutosome	NON	NON	0.250917
MvSl-1064-A1-R4_MC11g10372	2371	581	aAutosome	aAutosome	NON	NON	1.21493
MvSl-1064-A1-R4_MC04-1g05466	273	67	aAutosome	aAutosome	NON	NON	0.944822
MvSl-1064-A1-R4_MC01-1g02564	238	52	aAutosome	aAutosome	NON	NON	0.0850871
MvSl-1064-A1-R4_MC05-1g06207	3854	982	aAutosome	aAutosome	NON	NON	2.02526
MvSl-1064-A1-R4_MC05-3g06742	1546	343	aAutosome	aAutosome	NON	NON	4.095
MvSl-1064-A1-R4_MC05-3g06621	1594	398	aAutosome	aAutosome	NON	NON	2.34877
MvSl-1064-A1-R4_MC01-1g02676	207	68	aAutosome	aAutosome	NON	NON	2.40002
MvSl-1064-A1-R4_MC12g11149	198	65	aAutosome	aAutosome	NON	NON	0.0161313
MvSl-1064-A1-R4_MC09-2g09405	518	119	aAutosome	aAutosome	NON	NON	2.97624
MvSl-1064-A1-R4_MC07g07598	1584	419	aAutosome	aAutosome	NON	NON	1.57462
MvSl-1064-A1-R4_MC02g04118	369	75	aAutosome	aAutosome	NON	NON	1.07148
MvSl-1064-A1-R4_MC09-2g09393	1257	209	aAutosome	aAutosome	NON	NON	10.2107
MvSl-1064-A1-R4_MC09-2g09104	1635	336	aAutosome	aAutosome	NON	NON	5.64833
MvSl-1064-A1-R4_MC04-1g05815	2773	595	aAutosome	aAutosome	NON	NON	4.8111
MvSl-1064-A1-R4_MC10-1g09804	1019	88	aAutosome	aAutosome	NON	NON	4.75984
MvSl-1064-A1-R4_MC01-1g02840	447	97	aAutosome	aAutosome	NON	NON	-0.132201
MvSl-1064-A1-R4_MC07g08212	1205	333	aAutosome	aAutosome	NON	NON	2.6761
MvSl-1064-A1-R4_MC02g03482	559	142	aAutosome	aAutosome	NON	NON	4.66144
MvSl-1064-A1-R4_MC12g10924	1449	320	aAutosome	aAutosome	NON	NON	0.660422
MvSl-1064-A1-R4_MC12g10974	820	165	aAutosome	aAutosome	NON	NON	0.539366
MvSl-1064-A1-R4_MC02g03317	1665	399	aAutosome	aAutosome	NON	NON	4.59619
MvSl-1064-A1-R4_MC07g07983	2237	595	aAutosome	aAutosome	NON	NON	1.53571
MvSl-1064-A1-R4_MC02g03705	150	49	aAutosome	aAutosome	NON	NON	2.70621
MvSl-1064-A1-R4_MC10-2g10109	2971	866	aAutosome	aAutosome	NON	NON	5.19568
MvSl-1064-A1-R4_A1g00028	674	167	bPAR	bPAR	NON	NON	2.92956
MvSl-1064-A1-R4_MC11g10385	830	222	aAutosome	aAutosome	NON	NON	4.17063
MvSl-1064-A1-R4_MC09-2g09157	2919	502	aAutosome	aAutosome	NON	NON	1.36467
MvSl-1064-A1-R4_MC04-1g05682	2048	517	aAutosome	aAutosome	NON	NON	3.87977
MvSl-1064-A1-R4_MC01-2g03144	560	100	aAutosome	aAutosome	NON	NON	4.59494
MvSl-1064-A1-R4_MC01-1g02023	198	33	aAutosome	aAutosome	NON	NON	1.00092
MvSl-1064-A1-R4_MC13g11299	2198	626	aAutosome	aAutosome	NON	NON	3.98943
MvSl-1064-A1-R4_MC11g10349	693	230	aAutosome	aAutosome	NON	NON	5.00715
MvSl-1064-A1-R4_MC04-1g06053	444	147	aAutosome	aAutosome	NON	NON	0.727945
MvSl-1064-A1-R4_MC03g04343	1269	422	aAutosome	aAutosome	NON	NON	3.36073
MvSl-1064-A1-R4_MC01-1g02647	300	70	aAutosome	aAutosome	NON	NON	6.0063
MvSl-1064-A1-R4_MC13g11598	345	114	aAutosome	aAutosome	NON	NON	1.24752
MvSl-1064-A1-R4_MC06g06922	254	67	aAutosome	aAutosome	NON	NON	3.5295
MvSl-1064-A1-R4_MC02g03860	1663	418	aAutosome	aAutosome	NON	NON	3.39871
MvSl-1064-A1-R4_MC08g08331	447	148	aAutosome	aAutosome	NON	NON	1.52919
MvSl-1064-A1-R4_MC07g07693	2047	472	aAutosome	aAutosome	NON	NON	0.888232
MvSl-1064-A1-R4_MC08g08719	1428	283	aAutosome	aAutosome	NON	NON	1.91308
MvSl-1064-A1-R4_MC08g08400	2090	644	aAutosome	aAutosome	NON	NON	4.05528
MvSl-1064-A1-R4_MC03g04828	1713	383	aAutosome	aAutosome	NON	NON	1.84967
MvSl-1064-A1-R4_MC02g03403	7735	2314	aAutosome	aAutosome	NON	NON	1.34126
MvSl-1064-A1-R4_MC03g05187	758	160	aAutosome	aAutosome	NON	NON	4.12975
MvSl-1064-A1-R4_MC02g04185	2281	534	aAutosome	aAutosome	NON	NON	3.69373
MvSl-1064-A1-R4_MC02g03519	427	120	aAutosome	aAutosome	NON	NON	0.785943
MvSl-1064-A1-R4_MC02g03360	2850	810	aAutosome	aAutosome	NON	NON	0.904878
MvSl-1064-A1-R4_MC05-3g06534	198	65	aAutosome	aAutosome	NON	NON	0.15227
MvSl-1064-A1-R4_MC01-1g01710	735	218	aAutosome	aAutosome	NON	NON	3.40913
MvSl-1064-A1-R4_MC07g07825	336	111	aAutosome	aAutosome	NON	NON	1.83316
MvSl-1064-A1-R4_MC18g12257	1942	559	aAutosome	aAutosome	NON	NON	1.50266
MvSl-1064-A1-R4_MC01-1g02739	183	60	aAutosome	aAutosome	NON	NON	8.34634
MvSl-1064-A1-R4_MC02g03665	320	85	aAutosome	aAutosome	NON	NON	1.40604
MvSl-1064-A1-R4_MC06g07097	9740	2800	aAutosome	aAutosome	NON	NON	0.41643
MvSl-1064-A1-R4_MC04-1g05676	2777	873	aAutosome	aAutosome	NON	NON	6.42916
MvSl-1064-A1-R4_MC02g03883	1133	278	aAutosome	aAutosome	NON	NON	0.46785
MvSl-1064-A1-R4_MC01-1g02318	184	41	aAutosome	aAutosome	NON	NON	1.0412
MvSl-1064-A1-R4_MC04-1g05680	2499	535	aAutosome	aAutosome	NON	NON	9.59722
MvSl-1064-A1-R4_MC04-1g05955	1912	509	aAutosome	aAutosome	NON	NON	6.12117
MvSl-1064-A1-R4_MC09-2g08975	173	35	aAutosome	aAutosome	NON	NON	1.28766
MvSl-1064-A1-R4_MC10-2g09967	2259	702	aAutosome	aAutosome	NON	NON	6.29557
MvSl-1064-A1-R4_MC03g04703	1550	447	aAutosome	aAutosome	NON	NON	2.60601
MvSl-1064-A1-R4_MC08g08471	185	37	aAutosome	aAutosome	NON	NON	1.19103
MvSl-1064-A1-R4_A1g00779	3996	1011	faBlack	NRR	NON	NON	7.67674
MvSl-1064-A1-R4_MC11g10626	1538	477	aAutosome	aAutosome	NON	NON	2.10045
MvSl-1064-A1-R4_MC09-1g08907	1451	280	aAutosome	aAutosome	NON	NON	-0.142259
MvSl-1064-A1-R4_MC07g07871	2332	745	aAutosome	aAutosome	NON	NON	3.71568
MvSl-1064-A1-R4_MC04-1g05720	533	81	aAutosome	aAutosome	NON	NON	0.0557137
MvSl-1064-A1-R4_MC04-1g05744	3768	868	aAutosome	aAutosome	NON	NON	4.94597
MvSl-1064-A1-R4_MC08g08855	1167	230	aAutosome	aAutosome	NON	NON	2.65634
MvSl-1064-A1-R4_MC12g10920	2731	713	aAutosome	aAutosome	NON	NON	3.61986
MvSl-1064-A1-R4_MC02g03973	2252	633	aAutosome	aAutosome	NON	NON	5.48828
MvSl-1064-A1-R4_MC09-2g09523	501	97	aAutosome	aAutosome	NON	NON	1.35551
MvSl-1064-A1-R4_MC02g03890	657	218	aAutosome	aAutosome	NON	NON	5.01807
MvSl-1064-A1-R4_MC09-2g09026	2348	670	aAutosome	aAutosome	NON	NON	2.16816
MvSl-1064-A1-R4_A1g00118	826	230	faBlack	NRR	NON	NON	3.94276
